0	0.537500
1	0.600000
2	0.537500
3	0.525000
4	0.550000
5	0.625000
6	0.600000
7	0.550000
8	0.550000
9	0.575000
10	0.637500
11	0.587500
12	0.650000
13	0.662500
14	0.637500
15	0.675000
16	0.612500
17	0.612500
18	0.687500
19	0.675000
20	0.700000
21	0.725000
22	0.762500
23	0.712500
24	0.687500
25	0.700000
26	0.712500
27	0.737500
28	0.737500
29	0.725000
30	0.725000
31	0.737500
32	0.700000
33	0.725000
34	0.700000
35	0.725000
36	0.725000
37	0.737500
38	0.737500
39	0.712500
Best: 0.762499988079071
Aver: 0.6628125131130218
