epoch	train_loss	train_acc	test_loss	test_acc
0	0.541867	0.718750	0.526821	0.775000
1	0.525450	0.750000	0.523853	0.762500
2	0.459448	0.750000	0.519277	0.762500
3	0.529601	0.781250	0.518587	0.762500
4	0.505829	0.734375	0.515379	0.762500
5	0.468034	0.781250	0.507617	0.762500
6	0.607261	0.765625	0.508519	0.775000
7	0.462374	0.781250	0.505516	0.775000
8	0.472786	0.734375	0.500249	0.775000
9	0.659416	0.656250	0.497622	0.775000
10	0.453997	0.765625	0.491227	0.775000
11	0.454030	0.781250	0.488337	0.775000
12	0.491042	0.796875	0.483658	0.775000
13	0.397993	0.765625	0.481978	0.775000
14	0.383074	0.859375	0.479187	0.775000
15	0.402205	0.828125	0.479492	0.775000
16	0.480202	0.750000	0.475698	0.787500
17	0.471314	0.796875	0.472242	0.775000
18	0.417917	0.796875	0.468706	0.775000
19	0.526706	0.718750	0.467653	0.775000
20	0.432047	0.796875	0.467243	0.775000
21	0.374507	0.812500	0.464707	0.787500
22	0.466179	0.765625	0.462882	0.762500
23	0.344940	0.859375	0.465733	0.800000
24	0.449473	0.843750	0.467134	0.800000
25	0.380503	0.859375	0.465731	0.800000
26	0.441202	0.828125	0.463624	0.787500
27	0.490220	0.765625	0.463044	0.787500
28	0.438552	0.828125	0.461555	0.787500
29	0.434086	0.796875	0.458152	0.775000
30	0.478733	0.781250	0.457940	0.775000
31	0.480589	0.828125	0.455805	0.775000
32	0.394652	0.843750	0.456675	0.787500
33	0.377304	0.843750	0.455828	0.775000
34	0.481144	0.796875	0.455421	0.775000
35	0.381969	0.843750	0.453895	0.775000
36	0.405270	0.843750	0.452180	0.775000
37	0.416192	0.890625	0.451984	0.775000
38	0.362706	0.828125	0.452834	0.775000
39	0.396198	0.796875	0.451429	0.775000
40	0.357942	0.859375	0.451740	0.775000
41	0.369520	0.843750	0.453277	0.775000
42	0.477262	0.781250	0.453253	0.775000
43	0.365001	0.843750	0.452993	0.775000
44	0.404416	0.812500	0.453539	0.775000
45	0.496421	0.765625	0.454132	0.775000
46	0.412521	0.828125	0.453408	0.775000
47	0.479708	0.812500	0.453415	0.775000
48	0.326460	0.859375	0.453333	0.775000
49	0.397429	0.828125	0.453297	0.775000
50	0.341236	0.828125	0.453058	0.775000
51	0.324052	0.875000	0.452729	0.775000
52	0.363129	0.843750	0.453620	0.775000
53	0.409319	0.843750	0.452828	0.775000
54	0.499308	0.781250	0.453023	0.775000
55	0.250075	0.953125	0.453417	0.775000
56	0.490977	0.765625	0.453335	0.775000
57	0.429639	0.765625	0.453600	0.775000
58	0.407493	0.750000	0.453133	0.775000
59	0.457929	0.843750	0.453585	0.775000
Best:0.800000
Aver:0.776250
