0	0.500000
1	0.512500
2	0.525000
3	0.550000
4	0.612500
5	0.725000
6	0.762500
7	0.787500
8	0.812500
9	0.825000
10	0.812500
11	0.750000
12	0.837500
13	0.812500
14	0.800000
15	0.812500
16	0.812500
17	0.862500
18	0.862500
19	0.812500
20	0.837500
21	0.875000
22	0.837500
23	0.850000
24	0.875000
25	0.862500
26	0.837500
27	0.850000
28	0.825000
29	0.837500
30	0.825000
31	0.837500
32	0.812500
33	0.825000
34	0.837500
35	0.800000
36	0.862500
37	0.850000
38	0.850000
39	0.800000
Best: 0.875
Aver: 0.7893750116229057
