epoch	train_loss	train_acc	test_loss	test_acc
0	0.515309	0.765625	1.078082	0.612500
1	0.737122	0.718750	0.896201	0.612500
2	0.721607	0.671875	0.824180	0.650000
3	0.630422	0.703125	0.787386	0.662500
4	0.699563	0.671875	0.764712	0.662500
5	0.595131	0.703125	0.742143	0.637500
6	0.649564	0.687500	0.728217	0.612500
7	0.686216	0.656250	0.716185	0.625000
8	0.471802	0.796875	0.704175	0.625000
9	0.704303	0.640625	0.697530	0.625000
10	0.505854	0.765625	0.691001	0.637500
11	0.553838	0.750000	0.682912	0.637500
12	0.598929	0.703125	0.677770	0.637500
13	0.588790	0.734375	0.674998	0.637500
14	0.525311	0.718750	0.671563	0.650000
15	0.523335	0.734375	0.668371	0.637500
16	0.687736	0.625000	0.665357	0.650000
17	0.598287	0.687500	0.661902	0.650000
18	0.632439	0.703125	0.657983	0.650000
19	0.613657	0.640625	0.656931	0.650000
20	0.569955	0.765625	0.654939	0.662500
21	0.651489	0.687500	0.653131	0.662500
22	0.586855	0.734375	0.650731	0.662500
23	0.660533	0.671875	0.648466	0.662500
24	0.557044	0.718750	0.647216	0.662500
25	0.556166	0.750000	0.646206	0.662500
26	0.631794	0.671875	0.643743	0.650000
27	0.563134	0.734375	0.643363	0.662500
28	0.547116	0.765625	0.642461	0.662500
29	0.460486	0.812500	0.641831	0.650000
30	0.520416	0.750000	0.641462	0.662500
31	0.538844	0.781250	0.639128	0.662500
32	0.601675	0.671875	0.638782	0.662500
33	0.495669	0.734375	0.638377	0.662500
34	0.603676	0.734375	0.637060	0.662500
35	0.528029	0.765625	0.636802	0.662500
36	0.638566	0.687500	0.636525	0.662500
37	0.602506	0.750000	0.636493	0.662500
38	0.563831	0.703125	0.636433	0.662500
39	0.520827	0.765625	0.635448	0.662500
40	0.516433	0.781250	0.635320	0.675000
41	0.593305	0.687500	0.635340	0.675000
42	0.501896	0.781250	0.634433	0.662500
43	0.594286	0.734375	0.634439	0.662500
44	0.554882	0.765625	0.634031	0.650000
45	0.612896	0.625000	0.633343	0.662500
46	0.578983	0.687500	0.633490	0.675000
47	0.549163	0.718750	0.633478	0.675000
48	0.646652	0.718750	0.633000	0.662500
49	0.632375	0.703125	0.633309	0.662500
50	0.666431	0.640625	0.633068	0.662500
51	0.539469	0.734375	0.632833	0.662500
52	0.529119	0.828125	0.632875	0.662500
53	0.504562	0.765625	0.632683	0.662500
54	0.648564	0.656250	0.633146	0.662500
55	0.502831	0.781250	0.633312	0.675000
56	0.492148	0.765625	0.633629	0.675000
57	0.550898	0.781250	0.633472	0.662500
58	0.529297	0.796875	0.633456	0.675000
59	0.582848	0.718750	0.633763	0.675000
Best:0.675000
Aver:0.655417
