0	0.500000
1	0.537500
2	0.525000
3	0.537500
4	0.537500
5	0.562500
6	0.525000
7	0.537500
8	0.562500
9	0.550000
10	0.550000
11	0.525000
12	0.537500
13	0.537500
14	0.525000
15	0.512500
16	0.487500
17	0.550000
18	0.525000
19	0.550000
20	0.562500
21	0.537500
22	0.575000
23	0.575000
24	0.600000
25	0.550000
26	0.550000
27	0.537500
28	0.575000
29	0.612500
30	0.575000
31	0.575000
32	0.612500
33	0.600000
34	0.600000
35	0.525000
36	0.575000
37	0.562500
38	0.587500
39	0.612500
Best: 0.612500011920929
Aver: 0.5543750137090683
