epoch	train_loss	train_acc	test_loss	test_acc
0	0.484769	0.765625	0.361981	0.862500
1	0.447784	0.828125	0.360459	0.862500
2	0.342398	0.859375	0.357543	0.850000
3	0.369525	0.781250	0.355456	0.850000
4	0.433394	0.796875	0.353460	0.850000
5	0.431537	0.812500	0.344522	0.862500
6	0.276130	0.906250	0.340163	0.862500
7	0.353818	0.828125	0.335799	0.862500
8	0.442333	0.796875	0.337234	0.862500
9	0.363081	0.843750	0.335280	0.862500
10	0.369737	0.843750	0.333025	0.850000
11	0.328171	0.875000	0.328410	0.850000
12	0.349485	0.843750	0.323330	0.862500
13	0.278346	0.906250	0.320926	0.850000
14	0.384691	0.859375	0.318310	0.862500
15	0.323155	0.843750	0.314542	0.862500
16	0.364773	0.828125	0.310272	0.862500
17	0.199532	0.906250	0.309190	0.862500
18	0.315497	0.843750	0.306817	0.862500
19	0.217882	0.921875	0.308601	0.875000
20	0.272315	0.890625	0.309946	0.875000
21	0.405610	0.843750	0.306406	0.875000
22	0.243596	0.921875	0.303777	0.875000
23	0.243060	0.921875	0.304320	0.875000
24	0.384791	0.843750	0.304900	0.887500
25	0.333997	0.875000	0.301916	0.887500
26	0.224650	0.890625	0.301467	0.900000
27	0.306726	0.828125	0.301806	0.900000
28	0.238562	0.890625	0.299437	0.900000
29	0.348057	0.859375	0.298014	0.900000
30	0.388030	0.859375	0.300926	0.887500
31	0.239929	0.906250	0.299343	0.887500
32	0.202544	0.890625	0.298075	0.887500
33	0.253719	0.890625	0.296489	0.887500
34	0.301496	0.859375	0.298363	0.887500
35	0.321956	0.859375	0.297731	0.900000
36	0.233361	0.921875	0.299309	0.900000
37	0.345748	0.875000	0.298577	0.900000
38	0.201313	0.921875	0.298716	0.900000
39	0.223226	0.906250	0.298148	0.900000
40	0.292040	0.875000	0.297766	0.900000
41	0.284255	0.921875	0.297001	0.912500
42	0.296058	0.875000	0.296229	0.912500
43	0.268479	0.875000	0.295876	0.900000
44	0.138453	0.968750	0.294107	0.900000
45	0.253183	0.906250	0.293357	0.912500
46	0.204352	0.937500	0.293030	0.912500
47	0.310395	0.843750	0.293124	0.912500
48	0.233050	0.906250	0.292426	0.912500
49	0.340305	0.843750	0.292307	0.912500
50	0.360988	0.843750	0.292086	0.912500
51	0.226922	0.921875	0.292311	0.912500
52	0.241289	0.890625	0.291999	0.912500
53	0.258024	0.875000	0.292326	0.912500
54	0.365522	0.828125	0.292139	0.912500
55	0.200089	0.906250	0.292248	0.912500
56	0.484358	0.718750	0.292634	0.912500
57	0.231553	0.921875	0.292387	0.912500
58	0.223681	0.953125	0.292413	0.912500
59	0.260325	0.906250	0.292410	0.912500
Best:0.912500
Aver:0.886875
