epoch	train_loss	train_acc	test_loss	test_acc
0	0.708519	0.609375	0.964120	0.587500
1	0.682388	0.546875	0.835559	0.575000
2	0.716914	0.625000	0.751850	0.587500
3	0.736475	0.578125	0.698449	0.612500
4	0.785660	0.578125	0.672771	0.650000
5	0.685082	0.625000	0.652958	0.675000
6	0.626813	0.718750	0.635446	0.675000
7	0.616291	0.656250	0.623826	0.675000
8	0.571340	0.671875	0.613683	0.675000
9	0.555259	0.703125	0.604250	0.700000
10	0.517860	0.734375	0.593514	0.725000
11	0.664165	0.593750	0.586525	0.737500
12	0.649764	0.656250	0.576820	0.737500
13	0.609601	0.671875	0.569308	0.725000
14	0.543628	0.718750	0.565570	0.737500
15	0.620303	0.687500	0.561022	0.725000
16	0.633761	0.703125	0.556650	0.725000
17	0.588472	0.671875	0.553179	0.725000
18	0.565984	0.765625	0.548781	0.725000
19	0.570711	0.625000	0.546784	0.725000
20	0.524612	0.703125	0.544451	0.737500
21	0.519189	0.718750	0.542456	0.737500
22	0.580680	0.671875	0.540666	0.762500
23	0.640575	0.609375	0.537854	0.725000
24	0.481254	0.765625	0.535600	0.737500
25	0.606067	0.671875	0.534561	0.737500
26	0.497452	0.765625	0.533117	0.750000
27	0.375756	0.843750	0.533986	0.750000
28	0.546591	0.656250	0.531534	0.750000
29	0.629255	0.593750	0.529801	0.750000
30	0.509097	0.734375	0.529031	0.762500
31	0.645837	0.671875	0.528641	0.762500
32	0.453064	0.796875	0.527979	0.762500
33	0.442993	0.843750	0.527553	0.762500
34	0.521688	0.703125	0.526753	0.762500
35	0.493550	0.796875	0.525885	0.762500
36	0.443613	0.843750	0.525191	0.762500
37	0.527893	0.796875	0.524234	0.775000
38	0.477591	0.812500	0.523801	0.762500
39	0.508774	0.703125	0.523231	0.762500
40	0.552159	0.734375	0.522688	0.762500
41	0.433613	0.828125	0.522247	0.762500
42	0.569423	0.703125	0.522104	0.762500
43	0.470915	0.718750	0.521783	0.775000
44	0.528847	0.656250	0.521158	0.775000
45	0.474410	0.750000	0.520642	0.762500
46	0.482456	0.734375	0.520237	0.762500
47	0.484978	0.718750	0.520117	0.762500
48	0.690989	0.687500	0.519810	0.762500
49	0.545776	0.718750	0.519601	0.762500
50	0.470994	0.765625	0.519534	0.762500
51	0.490568	0.828125	0.519348	0.762500
52	0.512934	0.750000	0.519289	0.762500
53	0.593465	0.656250	0.518928	0.762500
54	0.481101	0.750000	0.519140	0.775000
55	0.608074	0.625000	0.518887	0.762500
56	0.519274	0.703125	0.518800	0.762500
57	0.583727	0.656250	0.518903	0.762500
58	0.480823	0.796875	0.518935	0.762500
59	0.472796	0.828125	0.518883	0.762500
Best:0.775000
Aver:0.734375
