epoch	train_loss	train_acc	test_loss	test_acc
0	0.589474	0.718750	0.711144	0.700000
1	0.634631	0.703125	0.679534	0.687500
2	0.731146	0.578125	0.653324	0.687500
3	0.664141	0.625000	0.631870	0.675000
4	0.578810	0.687500	0.610901	0.675000
5	0.639074	0.656250	0.595668	0.662500
6	0.545068	0.703125	0.582113	0.675000
7	0.678235	0.578125	0.568872	0.662500
8	0.579581	0.640625	0.562856	0.662500
9	0.679444	0.656250	0.555465	0.662500
10	0.583448	0.703125	0.551484	0.675000
11	0.518663	0.718750	0.547926	0.675000
12	0.520005	0.703125	0.543088	0.687500
13	0.550776	0.750000	0.538806	0.675000
14	0.547737	0.734375	0.537687	0.675000
15	0.513731	0.750000	0.533453	0.675000
16	0.522203	0.734375	0.530156	0.687500
17	0.661976	0.640625	0.527864	0.675000
18	0.610849	0.656250	0.524863	0.687500
19	0.504304	0.750000	0.524675	0.687500
20	0.530262	0.656250	0.524260	0.687500
21	0.481036	0.796875	0.523083	0.700000
22	0.605820	0.750000	0.521957	0.712500
23	0.574066	0.703125	0.521717	0.712500
24	0.584564	0.671875	0.519822	0.700000
25	0.604823	0.687500	0.517715	0.712500
26	0.513031	0.687500	0.518056	0.712500
27	0.516754	0.734375	0.517020	0.712500
28	0.470032	0.796875	0.515591	0.725000
29	0.526825	0.750000	0.514637	0.725000
30	0.540646	0.718750	0.513068	0.725000
31	0.616607	0.671875	0.510945	0.725000
32	0.474442	0.796875	0.510963	0.712500
33	0.529160	0.750000	0.511663	0.712500
34	0.564054	0.703125	0.509680	0.725000
35	0.625540	0.656250	0.509967	0.712500
36	0.518922	0.703125	0.509565	0.712500
37	0.527454	0.703125	0.509045	0.725000
38	0.594470	0.687500	0.508318	0.725000
39	0.464219	0.765625	0.508192	0.725000
40	0.510640	0.828125	0.507353	0.712500
41	0.442153	0.796875	0.507096	0.712500
42	0.447832	0.796875	0.507045	0.712500
43	0.473867	0.781250	0.507130	0.712500
44	0.544767	0.687500	0.506966	0.712500
45	0.463467	0.812500	0.506820	0.712500
46	0.457266	0.796875	0.506435	0.712500
47	0.509794	0.734375	0.506808	0.712500
48	0.431741	0.796875	0.506837	0.712500
49	0.521439	0.718750	0.506623	0.712500
50	0.565522	0.656250	0.506495	0.712500
51	0.638598	0.687500	0.507085	0.725000
52	0.506945	0.781250	0.506920	0.712500
53	0.474254	0.765625	0.506771	0.712500
54	0.585165	0.671875	0.506570	0.712500
55	0.471499	0.796875	0.506604	0.712500
56	0.439272	0.796875	0.506669	0.712500
57	0.507321	0.781250	0.507048	0.712500
58	0.413358	0.843750	0.507159	0.725000
59	0.428287	0.765625	0.507234	0.725000
Best:0.725000
Aver:0.702292
