0	0.550000
1	0.550000
2	0.575000
3	0.587500
4	0.562500
5	0.525000
6	0.500000
7	0.487500
8	0.550000
9	0.512500
10	0.512500
11	0.525000
12	0.525000
13	0.500000
14	0.537500
15	0.537500
16	0.550000
17	0.600000
18	0.525000
19	0.625000
20	0.612500
21	0.612500
22	0.587500
23	0.587500
24	0.562500
25	0.587500
26	0.587500
27	0.600000
28	0.575000
29	0.575000
30	0.525000
31	0.612500
32	0.537500
33	0.625000
34	0.612500
35	0.600000
36	0.587500
37	0.612500
38	0.600000
39	0.637500
Best: 0.637499988079071
Aver: 0.5668750151991844
