epoch	train_loss	train_acc	test_loss	test_acc
0	0.740178	0.578125	0.901953	0.575000
1	0.817203	0.593750	0.849172	0.562500
2	0.767252	0.515625	0.824407	0.600000
3	0.760631	0.515625	0.809253	0.562500
4	0.791425	0.593750	0.795245	0.562500
5	0.791598	0.593750	0.783689	0.562500
6	0.771401	0.546875	0.774285	0.562500
7	0.748358	0.593750	0.766122	0.550000
8	0.738566	0.546875	0.755388	0.562500
9	0.676160	0.562500	0.750025	0.562500
10	0.670124	0.640625	0.743151	0.562500
11	0.683822	0.593750	0.737172	0.562500
12	0.602616	0.640625	0.731527	0.562500
13	0.679319	0.593750	0.727669	0.575000
14	0.713291	0.562500	0.724602	0.562500
15	0.587720	0.640625	0.720563	0.575000
16	0.519050	0.765625	0.717852	0.575000
17	0.653209	0.640625	0.715998	0.575000
18	0.635826	0.562500	0.712830	0.575000
19	0.566256	0.703125	0.710630	0.587500
20	0.659480	0.593750	0.710084	0.587500
21	0.696750	0.531250	0.708597	0.587500
22	0.594335	0.687500	0.706556	0.587500
23	0.717585	0.531250	0.705979	0.587500
24	0.631335	0.671875	0.703994	0.587500
25	0.484855	0.781250	0.702617	0.587500
26	0.632875	0.593750	0.701239	0.587500
27	0.617264	0.593750	0.700098	0.587500
28	0.552186	0.687500	0.699048	0.575000
29	0.656192	0.546875	0.697539	0.587500
30	0.657464	0.640625	0.697644	0.575000
31	0.603629	0.593750	0.695621	0.575000
32	0.723413	0.515625	0.695753	0.575000
33	0.614997	0.687500	0.695614	0.562500
34	0.613561	0.625000	0.695330	0.575000
35	0.629661	0.609375	0.694866	0.575000
36	0.633492	0.687500	0.694310	0.575000
37	0.657945	0.562500	0.693941	0.575000
38	0.534204	0.718750	0.693851	0.575000
39	0.650829	0.625000	0.693545	0.575000
40	0.584862	0.703125	0.693220	0.575000
41	0.649685	0.578125	0.693400	0.575000
42	0.637501	0.609375	0.693678	0.562500
43	0.702047	0.609375	0.693260	0.562500
44	0.710758	0.593750	0.693310	0.562500
45	0.560718	0.703125	0.693092	0.562500
46	0.607683	0.656250	0.693235	0.562500
47	0.624311	0.625000	0.693107	0.562500
48	0.600566	0.703125	0.693319	0.562500
49	0.659947	0.593750	0.693172	0.562500
50	0.655777	0.593750	0.692913	0.575000
51	0.554872	0.703125	0.692898	0.575000
52	0.536164	0.718750	0.692881	0.575000
53	0.646918	0.671875	0.693051	0.575000
54	0.492292	0.781250	0.693063	0.562500
55	0.628726	0.640625	0.693046	0.562500
56	0.597035	0.656250	0.693210	0.562500
57	0.602326	0.578125	0.693221	0.562500
58	0.576448	0.703125	0.693062	0.562500
59	0.611183	0.625000	0.692982	0.562500
Best:0.600000
Aver:0.571667
