epoch	train_loss	train_acc	test_loss	test_acc
0	0.729132	0.656250	0.599490	0.687500
1	0.672979	0.703125	0.582418	0.687500
2	0.622588	0.656250	0.564709	0.700000
3	0.725330	0.625000	0.557406	0.687500
4	0.666608	0.640625	0.534970	0.700000
5	0.570940	0.687500	0.523898	0.712500
6	0.586412	0.734375	0.513445	0.750000
7	0.597992	0.703125	0.507518	0.725000
8	0.706500	0.609375	0.505863	0.737500
9	0.620533	0.640625	0.504857	0.737500
10	0.395240	0.828125	0.501995	0.737500
11	0.653184	0.687500	0.502397	0.737500
12	0.557280	0.718750	0.501869	0.750000
13	0.468800	0.703125	0.502420	0.750000
14	0.526995	0.750000	0.503240	0.725000
15	0.513664	0.750000	0.503902	0.725000
16	0.561442	0.671875	0.503815	0.725000
17	0.540398	0.734375	0.506132	0.725000
18	0.614536	0.687500	0.507085	0.725000
19	0.490180	0.734375	0.507425	0.725000
20	0.608991	0.656250	0.508265	0.712500
21	0.610271	0.687500	0.511431	0.725000
22	0.580716	0.656250	0.510596	0.725000
23	0.482940	0.765625	0.510660	0.737500
24	0.477026	0.812500	0.510947	0.737500
25	0.551993	0.765625	0.507069	0.737500
26	0.553530	0.640625	0.507081	0.737500
27	0.539877	0.718750	0.510084	0.737500
28	0.690258	0.593750	0.510151	0.737500
29	0.486148	0.781250	0.509516	0.737500
30	0.498462	0.734375	0.510539	0.737500
31	0.574174	0.718750	0.512498	0.737500
32	0.513441	0.703125	0.509379	0.737500
33	0.527722	0.734375	0.510729	0.737500
34	0.576165	0.656250	0.506974	0.737500
35	0.533350	0.750000	0.507127	0.737500
36	0.602034	0.765625	0.509128	0.737500
37	0.511889	0.796875	0.508645	0.737500
38	0.536010	0.718750	0.510986	0.750000
39	0.518625	0.812500	0.509097	0.737500
40	0.500079	0.750000	0.506835	0.737500
41	0.411161	0.859375	0.506979	0.737500
42	0.451054	0.734375	0.507813	0.737500
43	0.529205	0.703125	0.507262	0.737500
44	0.513799	0.828125	0.508397	0.737500
45	0.478978	0.796875	0.508247	0.737500
46	0.556295	0.703125	0.506282	0.737500
47	0.498874	0.750000	0.506871	0.737500
48	0.618649	0.703125	0.507863	0.737500
49	0.542090	0.781250	0.508200	0.737500
50	0.590761	0.687500	0.506986	0.737500
51	0.493037	0.781250	0.506484	0.737500
52	0.482656	0.812500	0.505572	0.737500
53	0.511065	0.750000	0.506088	0.737500
54	0.580288	0.687500	0.506983	0.737500
55	0.660155	0.625000	0.507692	0.737500
56	0.474516	0.750000	0.508380	0.737500
57	0.565719	0.718750	0.507875	0.737500
58	0.564010	0.718750	0.507874	0.737500
59	0.497764	0.765625	0.506675	0.737500
Best:0.750000
Aver:0.731875
