0	0.475000
1	0.512500
2	0.487500
3	0.575000
4	0.575000
5	0.550000
6	0.587500
7	0.587500
8	0.550000
9	0.562500
10	0.612500
11	0.587500
12	0.650000
13	0.650000
14	0.687500
15	0.700000
16	0.687500
17	0.700000
18	0.750000
19	0.712500
20	0.675000
21	0.762500
22	0.750000
23	0.737500
24	0.762500
25	0.775000
26	0.762500
27	0.700000
28	0.725000
29	0.762500
30	0.737500
31	0.750000
32	0.775000
33	0.725000
34	0.775000
35	0.762500
36	0.725000
37	0.725000
38	0.750000
39	0.762500
Best: 0.7750000357627869
Aver: 0.6775000087916851
