0	0.487500
1	0.512500
2	0.537500
3	0.487500
4	0.487500
5	0.512500
6	0.500000
7	0.537500
8	0.587500
9	0.587500
10	0.562500
11	0.612500
12	0.587500
13	0.575000
14	0.550000
15	0.587500
16	0.562500
17	0.562500
18	0.562500
19	0.562500
20	0.562500
21	0.600000
22	0.537500
23	0.587500
24	0.600000
25	0.625000
26	0.575000
27	0.637500
28	0.600000
29	0.600000
30	0.562500
31	0.650000
32	0.637500
33	0.612500
34	0.662500
35	0.637500
36	0.600000
37	0.637500
38	0.650000
39	0.675000
Best: 0.675000011920929
Aver: 0.5803125113248825
