0	0.550000
1	0.550000
2	0.612500
3	0.600000
4	0.612500
5	0.612500
6	0.650000
7	0.625000
8	0.625000
9	0.637500
10	0.662500
11	0.675000
12	0.687500
13	0.725000
14	0.750000
15	0.687500
16	0.712500
17	0.712500
18	0.737500
19	0.750000
20	0.787500
21	0.762500
22	0.850000
23	0.737500
24	0.825000
25	0.862500
26	0.800000
27	0.787500
28	0.812500
29	0.750000
30	0.762500
31	0.737500
32	0.800000
33	0.825000
34	0.812500
35	0.837500
36	0.812500
37	0.787500
38	0.812500
39	0.850000
Best: 0.862500011920929
Aver: 0.7296875104308128
