epoch	train_loss	train_acc	test_loss	test_acc
0	0.545484	0.703125	0.622359	0.737500
1	0.549410	0.734375	0.579641	0.737500
2	0.591246	0.640625	0.554737	0.750000
3	0.550291	0.734375	0.538438	0.775000
4	0.335204	0.906250	0.526949	0.762500
5	0.552817	0.734375	0.521992	0.737500
6	0.511839	0.718750	0.519990	0.725000
7	0.480031	0.765625	0.517471	0.737500
8	0.431348	0.781250	0.514702	0.737500
9	0.573367	0.718750	0.515989	0.737500
10	0.482421	0.781250	0.512404	0.725000
11	0.562936	0.625000	0.514262	0.750000
12	0.424768	0.765625	0.514025	0.737500
13	0.490448	0.703125	0.513306	0.725000
14	0.412117	0.796875	0.513233	0.725000
15	0.423541	0.812500	0.514202	0.725000
16	0.377121	0.796875	0.514813	0.725000
17	0.448514	0.765625	0.514439	0.712500
18	0.412743	0.765625	0.514207	0.712500
19	0.373113	0.843750	0.515060	0.725000
20	0.332223	0.859375	0.516049	0.700000
21	0.351011	0.843750	0.514264	0.675000
22	0.473346	0.781250	0.511242	0.712500
23	0.454796	0.765625	0.508666	0.725000
24	0.431995	0.796875	0.507475	0.725000
25	0.444565	0.765625	0.506243	0.725000
26	0.347377	0.812500	0.506069	0.712500
27	0.447025	0.828125	0.505494	0.712500
28	0.358450	0.843750	0.504737	0.725000
29	0.397524	0.843750	0.502833	0.712500
30	0.477314	0.687500	0.503673	0.725000
31	0.448693	0.765625	0.503949	0.725000
32	0.453328	0.734375	0.503871	0.712500
33	0.440690	0.781250	0.505287	0.725000
34	0.470516	0.734375	0.506099	0.725000
35	0.431981	0.796875	0.503520	0.725000
36	0.390594	0.828125	0.503989	0.712500
37	0.424734	0.781250	0.504317	0.750000
38	0.316529	0.890625	0.504301	0.750000
39	0.421067	0.812500	0.504850	0.750000
40	0.417603	0.796875	0.504540	0.750000
41	0.430652	0.750000	0.504518	0.750000
42	0.390152	0.812500	0.504409	0.750000
43	0.338447	0.859375	0.505115	0.737500
44	0.347354	0.828125	0.506448	0.737500
45	0.399420	0.781250	0.506451	0.737500
46	0.368360	0.812500	0.505265	0.725000
47	0.391206	0.812500	0.504877	0.725000
48	0.498270	0.750000	0.505213	0.725000
49	0.378586	0.828125	0.504958	0.725000
50	0.442892	0.796875	0.505938	0.737500
51	0.391307	0.781250	0.505521	0.725000
52	0.371919	0.906250	0.506143	0.737500
53	0.304187	0.875000	0.505975	0.737500
54	0.430414	0.781250	0.506193	0.737500
55	0.518514	0.718750	0.504595	0.737500
56	0.379997	0.828125	0.504140	0.737500
57	0.408089	0.828125	0.505146	0.737500
58	0.465763	0.765625	0.506045	0.737500
59	0.410709	0.781250	0.506265	0.737500
Best:0.775000
Aver:0.730833
