0	0.550000
1	0.500000
2	0.550000
3	0.512500
4	0.550000
5	0.512500
6	0.525000
7	0.512500
8	0.537500
9	0.537500
10	0.537500
11	0.562500
12	0.562500
13	0.562500
14	0.587500
15	0.600000
16	0.587500
17	0.550000
18	0.587500
19	0.587500
20	0.600000
21	0.575000
22	0.562500
23	0.575000
24	0.537500
25	0.575000
26	0.587500
27	0.575000
28	0.537500
29	0.575000
30	0.575000
31	0.537500
32	0.612500
33	0.612500
34	0.575000
35	0.587500
36	0.550000
37	0.587500
38	0.575000
39	0.575000
Best: 0.612500011920929
Aver: 0.5625000104308129
