epoch	train_loss	train_acc	test_loss	test_acc
0	0.474724	0.765625	0.711942	0.612500
1	0.747899	0.609375	0.693567	0.625000
2	0.694344	0.640625	0.666779	0.637500
3	0.662552	0.656250	0.642235	0.662500
4	0.582362	0.718750	0.614220	0.662500
5	0.518262	0.734375	0.589377	0.687500
6	0.676569	0.640625	0.570777	0.700000
7	0.465973	0.750000	0.553538	0.700000
8	0.565293	0.750000	0.534475	0.737500
9	0.543015	0.703125	0.520842	0.750000
10	0.558999	0.718750	0.508997	0.750000
11	0.547784	0.703125	0.499609	0.750000
12	0.531888	0.765625	0.487748	0.762500
13	0.540969	0.750000	0.478161	0.775000
14	0.646172	0.640625	0.469458	0.800000
15	0.544261	0.718750	0.463181	0.800000
16	0.665865	0.640625	0.458708	0.800000
17	0.463688	0.734375	0.451404	0.800000
18	0.675907	0.656250	0.441639	0.800000
19	0.454190	0.765625	0.438281	0.800000
20	0.399942	0.781250	0.431300	0.825000
21	0.469639	0.765625	0.424051	0.825000
22	0.493387	0.781250	0.419248	0.825000
23	0.462765	0.750000	0.415178	0.837500
24	0.414280	0.843750	0.411969	0.850000
25	0.509666	0.687500	0.408439	0.850000
26	0.404789	0.812500	0.404134	0.850000
27	0.395568	0.843750	0.399945	0.850000
28	0.396201	0.812500	0.397648	0.850000
29	0.410189	0.859375	0.396076	0.850000
30	0.431235	0.828125	0.393129	0.850000
31	0.411023	0.765625	0.390035	0.850000
32	0.504428	0.750000	0.387230	0.850000
33	0.487597	0.781250	0.383134	0.850000
34	0.490638	0.828125	0.382226	0.850000
35	0.419875	0.843750	0.380906	0.850000
36	0.584047	0.718750	0.380250	0.850000
37	0.385160	0.859375	0.378619	0.850000
38	0.358224	0.890625	0.379003	0.850000
39	0.409989	0.828125	0.378415	0.850000
40	0.482556	0.781250	0.375532	0.850000
41	0.338740	0.875000	0.373768	0.850000
42	0.430897	0.828125	0.375104	0.850000
43	0.512879	0.781250	0.373954	0.850000
44	0.500563	0.765625	0.372310	0.850000
45	0.420513	0.828125	0.371168	0.850000
46	0.417122	0.843750	0.370709	0.850000
47	0.446415	0.812500	0.369377	0.850000
48	0.465388	0.812500	0.368469	0.850000
49	0.417498	0.812500	0.370085	0.850000
50	0.393618	0.875000	0.369511	0.850000
51	0.349818	0.828125	0.368482	0.850000
52	0.441794	0.812500	0.367502	0.850000
53	0.373534	0.828125	0.368742	0.850000
54	0.382976	0.890625	0.368878	0.850000
55	0.406430	0.828125	0.367996	0.850000
56	0.384096	0.812500	0.368320	0.850000
57	0.497732	0.796875	0.368402	0.850000
58	0.313184	0.890625	0.369635	0.850000
59	0.360976	0.859375	0.369178	0.850000
Best:0.850000
Aver:0.808750
