epoch	train_loss	train_acc	test_loss	test_acc
0	0.768413	0.609375	0.675948	0.587500
1	0.716791	0.593750	0.677335	0.600000
2	0.552630	0.687500	0.667760	0.587500
3	0.713277	0.546875	0.662410	0.587500
4	0.527698	0.765625	0.645259	0.600000
5	0.586972	0.718750	0.630564	0.600000
6	0.461267	0.812500	0.616010	0.637500
7	0.632354	0.625000	0.607322	0.637500
8	0.465533	0.750000	0.596377	0.662500
9	0.605278	0.671875	0.589244	0.662500
10	0.787127	0.468750	0.578286	0.675000
11	0.579102	0.671875	0.572248	0.700000
12	0.516026	0.734375	0.567313	0.700000
13	0.475638	0.750000	0.563293	0.687500
14	0.623910	0.671875	0.559175	0.700000
15	0.606831	0.609375	0.554124	0.700000
16	0.623922	0.625000	0.551800	0.712500
17	0.447831	0.812500	0.548542	0.737500
18	0.570090	0.703125	0.547277	0.737500
19	0.476242	0.781250	0.545336	0.737500
20	0.529203	0.718750	0.543811	0.762500
21	0.588585	0.687500	0.542190	0.775000
22	0.491854	0.781250	0.539968	0.787500
23	0.484920	0.765625	0.539388	0.775000
24	0.441311	0.828125	0.537467	0.787500
25	0.473554	0.796875	0.533486	0.762500
26	0.529470	0.750000	0.534523	0.787500
27	0.524843	0.734375	0.532074	0.775000
28	0.420573	0.796875	0.531549	0.775000
29	0.449119	0.781250	0.531966	0.762500
30	0.525131	0.796875	0.531196	0.775000
31	0.459604	0.828125	0.528362	0.762500
32	0.383633	0.875000	0.527761	0.762500
33	0.420956	0.843750	0.527952	0.762500
34	0.398978	0.875000	0.527192	0.762500
35	0.435230	0.781250	0.526755	0.762500
36	0.412117	0.859375	0.527566	0.762500
37	0.497257	0.765625	0.527527	0.762500
38	0.462857	0.843750	0.529164	0.762500
39	0.503389	0.765625	0.529425	0.762500
40	0.544413	0.703125	0.529999	0.762500
41	0.422234	0.750000	0.528369	0.762500
42	0.493602	0.796875	0.528192	0.762500
43	0.471092	0.765625	0.528901	0.762500
44	0.463380	0.734375	0.528197	0.762500
45	0.502532	0.750000	0.528504	0.762500
46	0.408599	0.812500	0.528777	0.762500
47	0.399120	0.828125	0.528595	0.762500
48	0.438962	0.750000	0.528007	0.762500
49	0.425287	0.796875	0.527795	0.762500
50	0.486494	0.718750	0.527506	0.762500
51	0.439343	0.781250	0.527679	0.762500
52	0.384384	0.828125	0.527416	0.762500
53	0.494908	0.765625	0.527582	0.762500
54	0.365176	0.890625	0.527853	0.762500
55	0.409445	0.781250	0.528015	0.762500
56	0.422685	0.796875	0.528128	0.762500
57	0.402125	0.859375	0.527785	0.762500
58	0.461037	0.796875	0.528107	0.762500
59	0.457502	0.765625	0.528089	0.762500
Best:0.787500
Aver:0.731458
