epoch	train_loss	train_acc	test_loss	test_acc
0	0.503070	0.718750	0.488101	0.812500
1	0.642248	0.625000	0.399056	0.850000
2	0.521000	0.765625	0.356851	0.862500
3	0.563747	0.750000	0.330939	0.912500
4	0.464918	0.859375	0.317485	0.887500
5	0.465587	0.781250	0.307837	0.887500
6	0.582616	0.687500	0.296937	0.887500
7	0.350900	0.843750	0.291130	0.887500
8	0.493571	0.703125	0.286410	0.887500
9	0.409874	0.781250	0.281600	0.887500
10	0.554009	0.734375	0.277090	0.887500
11	0.387289	0.843750	0.272029	0.887500
12	0.491000	0.765625	0.268149	0.912500
13	0.481395	0.781250	0.261814	0.900000
14	0.440579	0.765625	0.258219	0.925000
15	0.563125	0.750000	0.255573	0.925000
16	0.428303	0.828125	0.250806	0.925000
17	0.429932	0.859375	0.247195	0.925000
18	0.412816	0.812500	0.244188	0.925000
19	0.385742	0.843750	0.240681	0.925000
20	0.394815	0.796875	0.237672	0.937500
21	0.363224	0.859375	0.235661	0.937500
22	0.369598	0.875000	0.233382	0.937500
23	0.407896	0.812500	0.230760	0.937500
24	0.357047	0.843750	0.229866	0.950000
25	0.308109	0.875000	0.227918	0.937500
26	0.220196	0.921875	0.227214	0.937500
27	0.263106	0.906250	0.225836	0.950000
28	0.326887	0.843750	0.224960	0.950000
29	0.251956	0.906250	0.223587	0.950000
30	0.263857	0.890625	0.221778	0.950000
31	0.318508	0.828125	0.220814	0.950000
32	0.276448	0.921875	0.218939	0.950000
33	0.349249	0.859375	0.217442	0.950000
34	0.348744	0.812500	0.218401	0.950000
35	0.315580	0.859375	0.216466	0.950000
36	0.323964	0.828125	0.216079	0.950000
37	0.314567	0.843750	0.214911	0.950000
38	0.318147	0.828125	0.215154	0.950000
39	0.308277	0.859375	0.214653	0.950000
40	0.342136	0.812500	0.215237	0.950000
41	0.427477	0.828125	0.214915	0.950000
42	0.344539	0.859375	0.214375	0.950000
43	0.298688	0.906250	0.213662	0.950000
44	0.423265	0.828125	0.214149	0.950000
45	0.288421	0.875000	0.212739	0.950000
46	0.210775	0.968750	0.212466	0.950000
47	0.296887	0.875000	0.213146	0.950000
48	0.210067	0.937500	0.212995	0.950000
49	0.309942	0.859375	0.212772	0.950000
50	0.302448	0.890625	0.212215	0.950000
51	0.390001	0.875000	0.211921	0.950000
52	0.284922	0.859375	0.211187	0.950000
53	0.359949	0.812500	0.211483	0.950000
54	0.286482	0.890625	0.211552	0.950000
55	0.361276	0.859375	0.211260	0.950000
56	0.518857	0.750000	0.211296	0.950000
57	0.280922	0.890625	0.211826	0.950000
58	0.454139	0.796875	0.212245	0.950000
59	0.227743	0.937500	0.212546	0.950000
Best:0.950000
Aver:0.930417
