0	0.512500
1	0.537500
2	0.450000
3	0.500000
4	0.587500
5	0.575000
6	0.587500
7	0.512500
8	0.550000
9	0.575000
10	0.562500
11	0.550000
12	0.562500
13	0.512500
14	0.512500
15	0.512500
16	0.550000
17	0.587500
18	0.600000
19	0.612500
20	0.575000
21	0.625000
22	0.612500
23	0.587500
24	0.687500
25	0.675000
26	0.675000
27	0.650000
28	0.700000
29	0.712500
30	0.712500
31	0.750000
32	0.762500
33	0.725000
34	0.725000
35	0.762500
36	0.687500
37	0.762500
38	0.750000
39	0.750000
Best: 0.762499988079071
Aver: 0.6209375075995922
