epoch	train_loss	train_acc	test_loss	test_acc
0	0.720035	0.671875	1.185476	0.612500
1	0.722480	0.656250	1.043981	0.562500
2	0.702305	0.718750	0.953913	0.575000
3	0.634811	0.687500	0.892880	0.587500
4	0.642029	0.703125	0.850971	0.625000
5	0.506276	0.781250	0.823219	0.637500
6	0.522796	0.718750	0.798547	0.625000
7	0.556747	0.718750	0.782851	0.625000
8	0.427960	0.812500	0.767560	0.612500
9	0.497567	0.734375	0.757275	0.637500
10	0.469263	0.781250	0.747676	0.637500
11	0.549830	0.734375	0.740310	0.637500
12	0.395298	0.828125	0.729961	0.650000
13	0.420165	0.765625	0.722900	0.650000
14	0.465736	0.750000	0.713716	0.650000
15	0.591737	0.750000	0.711573	0.662500
16	0.449727	0.875000	0.703547	0.662500
17	0.511520	0.750000	0.701875	0.662500
18	0.557993	0.718750	0.696560	0.675000
19	0.386403	0.843750	0.690595	0.675000
20	0.466161	0.734375	0.689152	0.662500
21	0.486049	0.750000	0.685752	0.675000
22	0.465020	0.796875	0.681789	0.675000
23	0.556245	0.703125	0.680294	0.675000
24	0.456455	0.812500	0.680098	0.687500
25	0.451345	0.781250	0.674164	0.675000
26	0.393361	0.812500	0.671639	0.675000
27	0.500097	0.796875	0.674450	0.700000
28	0.524386	0.781250	0.674831	0.700000
29	0.568832	0.796875	0.674442	0.712500
30	0.454976	0.812500	0.670344	0.712500
31	0.467733	0.781250	0.669631	0.712500
32	0.532865	0.781250	0.667879	0.712500
33	0.461127	0.781250	0.666418	0.712500
34	0.396714	0.843750	0.665160	0.712500
35	0.521531	0.781250	0.666806	0.712500
36	0.387812	0.843750	0.669047	0.700000
37	0.554729	0.734375	0.665788	0.712500
38	0.465693	0.750000	0.663460	0.712500
39	0.465589	0.781250	0.664035	0.700000
40	0.477301	0.765625	0.661711	0.712500
41	0.351941	0.843750	0.659822	0.712500
42	0.526097	0.750000	0.661659	0.700000
43	0.510581	0.718750	0.662847	0.700000
44	0.373581	0.875000	0.661897	0.700000
45	0.308051	0.921875	0.662181	0.712500
46	0.528405	0.796875	0.662423	0.712500
47	0.535383	0.781250	0.662811	0.712500
48	0.418273	0.781250	0.661608	0.712500
49	0.419069	0.828125	0.659725	0.712500
50	0.484376	0.796875	0.658786	0.712500
51	0.455680	0.734375	0.660295	0.712500
52	0.314084	0.921875	0.661045	0.712500
53	0.429850	0.796875	0.660844	0.712500
54	0.476560	0.796875	0.662867	0.712500
55	0.415141	0.859375	0.663723	0.712500
56	0.445499	0.796875	0.662721	0.712500
57	0.376021	0.781250	0.659954	0.712500
58	0.476618	0.750000	0.661016	0.712500
59	0.353761	0.875000	0.661598	0.712500
Best:0.712500
Aver:0.680208
