0	0.587500
1	0.550000
2	0.537500
3	0.512500
4	0.512500
5	0.537500
6	0.575000
7	0.562500
8	0.600000
9	0.637500
10	0.712500
11	0.712500
12	0.712500
13	0.787500
14	0.800000
15	0.812500
16	0.862500
17	0.862500
18	0.887500
19	0.825000
20	0.850000
21	0.900000
22	0.875000
23	0.887500
24	0.850000
25	0.825000
26	0.875000
27	0.812500
28	0.850000
29	0.862500
30	0.850000
31	0.887500
32	0.900000
33	0.875000
34	0.862500
35	0.875000
36	0.887500
37	0.875000
38	0.850000
39	0.862500
Best: 0.9000000357627869
Aver: 0.7725000098347664
