epoch	train_loss	train_acc	test_loss	test_acc
0	0.274179	0.875000	0.166662	0.962500
1	0.371855	0.843750	0.145195	0.962500
2	0.221364	0.937500	0.130798	0.962500
3	0.214610	0.921875	0.117321	0.975000
4	0.271272	0.921875	0.107525	0.975000
5	0.196923	0.937500	0.099640	0.975000
6	0.331818	0.859375	0.092170	0.975000
7	0.129644	0.984375	0.085646	0.975000
8	0.290371	0.859375	0.081919	0.975000
9	0.250698	0.906250	0.078008	0.975000
10	0.156964	0.984375	0.074453	0.975000
11	0.238673	0.921875	0.073221	0.975000
12	0.128905	0.984375	0.070798	0.975000
13	0.098049	0.984375	0.068706	0.975000
14	0.126141	0.968750	0.067926	0.975000
15	0.137496	0.937500	0.064670	0.987500
16	0.098220	0.984375	0.063520	0.987500
17	0.133062	0.953125	0.062983	0.987500
18	0.158971	0.953125	0.059912	0.987500
19	0.132733	0.968750	0.061345	0.987500
20	0.178994	0.937500	0.063134	0.987500
21	0.087747	1.000000	0.061226	0.987500
22	0.203728	0.921875	0.061452	0.987500
23	0.076127	0.984375	0.061002	0.987500
24	0.181243	0.937500	0.057173	0.987500
25	0.203319	0.921875	0.054850	0.987500
26	0.105809	0.984375	0.055635	0.987500
27	0.074645	0.968750	0.056277	0.987500
28	0.183674	0.906250	0.056594	0.987500
29	0.145039	0.968750	0.056020	0.987500
30	0.151731	0.906250	0.056255	0.987500
31	0.112841	0.953125	0.054800	0.987500
32	0.103569	0.968750	0.054820	0.987500
33	0.067545	0.984375	0.054601	0.987500
34	0.082496	0.984375	0.055284	0.987500
35	0.095705	0.968750	0.054867	0.987500
36	0.129667	0.953125	0.054577	0.987500
37	0.108253	0.968750	0.054489	0.987500
38	0.133017	0.953125	0.055078	0.987500
39	0.056063	0.984375	0.055471	0.987500
40	0.122748	0.968750	0.057305	0.987500
41	0.080270	0.968750	0.058019	0.987500
42	0.127163	0.953125	0.057039	0.987500
43	0.069674	0.984375	0.056143	0.987500
44	0.060992	1.000000	0.055558	0.987500
45	0.099189	0.968750	0.055801	0.987500
46	0.181014	0.921875	0.054440	0.987500
47	0.173125	0.953125	0.054764	0.987500
48	0.095212	0.984375	0.055107	0.987500
49	0.129015	0.953125	0.055575	0.987500
50	0.101761	0.937500	0.054689	0.987500
51	0.104016	0.968750	0.054058	0.987500
52	0.166220	0.937500	0.053961	0.987500
53	0.081505	0.984375	0.054299	0.987500
54	0.054347	0.984375	0.054264	0.987500
55	0.104732	0.953125	0.054466	0.987500
56	0.146167	0.921875	0.054043	0.987500
57	0.122264	0.953125	0.053997	0.987500
58	0.113988	0.953125	0.054786	0.987500
59	0.095435	0.968750	0.055023	0.987500
Best:0.987500
Aver:0.983750
