0	0.562500
1	0.575000
2	0.537500
3	0.525000
4	0.525000
5	0.550000
6	0.575000
7	0.562500
8	0.537500
9	0.525000
10	0.537500
11	0.587500
12	0.537500
13	0.562500
14	0.550000
15	0.587500
16	0.562500
17	0.550000
18	0.600000
19	0.625000
20	0.600000
21	0.587500
22	0.575000
23	0.612500
24	0.625000
25	0.612500
26	0.537500
27	0.612500
28	0.625000
29	0.612500
30	0.637500
31	0.612500
32	0.637500
33	0.650000
34	0.650000
35	0.662500
36	0.650000
37	0.612500
38	0.687500
39	0.662500
Best: 0.6875
Aver: 0.5909375146031379
