0	0.500000
1	0.537500
2	0.475000
3	0.462500
4	0.425000
5	0.475000
6	0.412500
7	0.425000
8	0.400000
9	0.400000
10	0.425000
11	0.450000
12	0.375000
13	0.387500
14	0.400000
15	0.437500
16	0.437500
17	0.425000
18	0.437500
19	0.450000
20	0.475000
21	0.462500
22	0.425000
23	0.425000
24	0.450000
25	0.387500
26	0.450000
27	0.462500
28	0.450000
29	0.425000
30	0.450000
31	0.475000
32	0.425000
33	0.462500
34	0.425000
35	0.425000
36	0.437500
37	0.387500
38	0.475000
39	0.425000
Best: 0.5375000238418579
Aver: 0.43843750804662707
