0	0.475000
1	0.500000
2	0.575000
3	0.550000
4	0.512500
5	0.550000
6	0.550000
7	0.537500
8	0.537500
9	0.575000
10	0.575000
11	0.550000
12	0.600000
13	0.550000
14	0.587500
15	0.587500
16	0.625000
17	0.625000
18	0.525000
19	0.575000
20	0.562500
21	0.550000
22	0.525000
23	0.512500
24	0.562500
25	0.525000
26	0.487500
27	0.512500
28	0.487500
29	0.550000
30	0.575000
31	0.562500
32	0.562500
33	0.562500
34	0.550000
35	0.575000
36	0.537500
37	0.562500
38	0.550000
39	0.537500
Best: 0.625
Aver: 0.5503125078976154
