epoch	train_loss	train_acc	test_loss	test_acc
0	0.962471	0.484375	1.111646	0.512500
1	0.625502	0.687500	1.063447	0.525000
2	0.847892	0.546875	1.017294	0.512500
3	0.778651	0.609375	0.973846	0.512500
4	0.613606	0.593750	0.948319	0.512500
5	0.682754	0.578125	0.939380	0.512500
6	0.779525	0.593750	0.915314	0.525000
7	0.665387	0.593750	0.894399	0.537500
8	0.688647	0.609375	0.882573	0.525000
9	0.657628	0.625000	0.880901	0.537500
10	0.771399	0.500000	0.862307	0.537500
11	0.629240	0.656250	0.847447	0.537500
12	0.681839	0.625000	0.849949	0.550000
13	0.693089	0.609375	0.834183	0.550000
14	0.575528	0.718750	0.829158	0.550000
15	0.565679	0.718750	0.823180	0.550000
16	0.825458	0.500000	0.826124	0.550000
17	0.726374	0.593750	0.823975	0.550000
18	0.832260	0.546875	0.813752	0.537500
19	0.632693	0.671875	0.804219	0.537500
20	0.621139	0.656250	0.796810	0.537500
21	0.639142	0.718750	0.790254	0.550000
22	0.736557	0.531250	0.793071	0.525000
23	0.626567	0.640625	0.783896	0.550000
24	0.602757	0.625000	0.782633	0.550000
25	0.633936	0.578125	0.778393	0.550000
26	0.619445	0.609375	0.775583	0.562500
27	0.630775	0.640625	0.777004	0.550000
28	0.685727	0.625000	0.770550	0.562500
29	0.733383	0.562500	0.772066	0.550000
30	0.601917	0.687500	0.770418	0.550000
31	0.678170	0.578125	0.774200	0.550000
32	0.630587	0.640625	0.770997	0.550000
33	0.476613	0.843750	0.770988	0.550000
34	0.729123	0.531250	0.769898	0.550000
35	0.696265	0.562500	0.770399	0.550000
36	0.602941	0.718750	0.768027	0.550000
37	0.606677	0.703125	0.767193	0.550000
38	0.600198	0.609375	0.762510	0.550000
39	0.702234	0.531250	0.759276	0.562500
40	0.765922	0.562500	0.760859	0.550000
41	0.577519	0.781250	0.759734	0.562500
42	0.624152	0.671875	0.759769	0.562500
43	0.708555	0.593750	0.760771	0.550000
44	0.622905	0.703125	0.761512	0.550000
45	0.475483	0.765625	0.759188	0.562500
46	0.581594	0.687500	0.760279	0.562500
47	0.647490	0.609375	0.756387	0.575000
48	0.633487	0.593750	0.758048	0.575000
49	0.537967	0.687500	0.757415	0.575000
50	0.601812	0.734375	0.754377	0.575000
51	0.522371	0.750000	0.754015	0.575000
52	0.617580	0.703125	0.755821	0.575000
53	0.577562	0.687500	0.754588	0.575000
54	0.615685	0.609375	0.757791	0.575000
55	0.699398	0.578125	0.761055	0.550000
56	0.575940	0.734375	0.760974	0.550000
57	0.586619	0.640625	0.758722	0.575000
58	0.696781	0.609375	0.758341	0.575000
59	0.538317	0.796875	0.759281	0.562500
Best:0.575000
Aver:0.549583
