0	0.500000
1	0.500000
2	0.512500
3	0.537500
4	0.575000
5	0.637500
6	0.737500
7	0.737500
8	0.800000
9	0.812500
10	0.825000
11	0.800000
12	0.812500
13	0.837500
14	0.850000
15	0.837500
16	0.825000
17	0.837500
18	0.862500
19	0.862500
20	0.862500
21	0.850000
22	0.862500
23	0.900000
24	0.887500
25	0.875000
26	0.875000
27	0.912500
28	0.900000
29	0.900000
30	0.862500
31	0.862500
32	0.925000
33	0.900000
34	0.900000
35	0.900000
36	0.900000
37	0.875000
38	0.875000
39	0.900000
Best: 0.925000011920929
Aver: 0.8106250137090683
