0	0.512500
1	0.525000
2	0.537500
3	0.500000
4	0.537500
5	0.562500
6	0.537500
7	0.550000
8	0.550000
9	0.537500
10	0.587500
11	0.637500
12	0.637500
13	0.700000
14	0.650000
15	0.737500
16	0.700000
17	0.725000
18	0.787500
19	0.737500
20	0.750000
21	0.712500
22	0.725000
23	0.750000
24	0.725000
25	0.750000
26	0.762500
27	0.712500
28	0.750000
29	0.762500
30	0.762500
31	0.775000
32	0.800000
33	0.687500
34	0.712500
35	0.700000
36	0.750000
37	0.750000
38	0.725000
39	0.750000
Best: 0.800000011920929
Aver: 0.6765625104308128
