epoch	train_loss	train_acc	test_loss	test_acc
0	0.664391	0.656250	0.561419	0.712500
1	0.671838	0.703125	0.544411	0.700000
2	0.525378	0.718750	0.544598	0.712500
3	0.643521	0.671875	0.548166	0.687500
4	0.519960	0.734375	0.549514	0.662500
5	0.520041	0.796875	0.551667	0.662500
6	0.499212	0.734375	0.554098	0.675000
7	0.536976	0.734375	0.556747	0.687500
8	0.627433	0.656250	0.553233	0.675000
9	0.521593	0.765625	0.551251	0.675000
10	0.591662	0.703125	0.551723	0.675000
11	0.562225	0.718750	0.549685	0.675000
12	0.564907	0.718750	0.549776	0.675000
13	0.530432	0.781250	0.549273	0.675000
14	0.615419	0.656250	0.549270	0.675000
15	0.501388	0.750000	0.546191	0.675000
16	0.565050	0.703125	0.543052	0.675000
17	0.694394	0.671875	0.542533	0.675000
18	0.543513	0.640625	0.544962	0.675000
19	0.674258	0.671875	0.542899	0.675000
20	0.551495	0.734375	0.542407	0.675000
21	0.498095	0.765625	0.543666	0.675000
22	0.614994	0.640625	0.543111	0.675000
23	0.523220	0.687500	0.541348	0.675000
24	0.576687	0.703125	0.541120	0.687500
25	0.543332	0.703125	0.544071	0.675000
26	0.468938	0.734375	0.546535	0.687500
27	0.569139	0.671875	0.547984	0.687500
28	0.501047	0.796875	0.545992	0.687500
29	0.659113	0.593750	0.547230	0.687500
30	0.547997	0.765625	0.546596	0.687500
31	0.572905	0.718750	0.545094	0.687500
32	0.627219	0.671875	0.546063	0.687500
33	0.590308	0.687500	0.545592	0.675000
34	0.534234	0.734375	0.544586	0.687500
35	0.512253	0.734375	0.544722	0.687500
36	0.533017	0.703125	0.544113	0.687500
37	0.515185	0.734375	0.545106	0.675000
38	0.600899	0.687500	0.546313	0.687500
39	0.640043	0.609375	0.545445	0.687500
40	0.555519	0.718750	0.543326	0.687500
41	0.575978	0.703125	0.543916	0.687500
42	0.578647	0.734375	0.543350	0.687500
43	0.531236	0.734375	0.543381	0.687500
44	0.540270	0.734375	0.543666	0.687500
45	0.559405	0.703125	0.544130	0.687500
46	0.486577	0.765625	0.543111	0.700000
47	0.515190	0.718750	0.542644	0.700000
48	0.492850	0.671875	0.543139	0.700000
49	0.557916	0.687500	0.542151	0.700000
50	0.508537	0.718750	0.542776	0.700000
51	0.522821	0.718750	0.542823	0.700000
52	0.485590	0.781250	0.543096	0.700000
53	0.570998	0.718750	0.543290	0.700000
54	0.462065	0.796875	0.542129	0.700000
55	0.634140	0.609375	0.543233	0.700000
56	0.563031	0.703125	0.543093	0.700000
57	0.621859	0.640625	0.542564	0.700000
58	0.527124	0.734375	0.543132	0.700000
59	0.566822	0.718750	0.543079	0.700000
Best:0.712500
Aver:0.686458
