0	0.412500
1	0.375000
2	0.400000
3	0.525000
4	0.487500
5	0.462500
6	0.450000
7	0.437500
8	0.487500
9	0.437500
10	0.425000
11	0.462500
12	0.537500
13	0.500000
14	0.512500
15	0.462500
16	0.500000
17	0.612500
18	0.587500
19	0.575000
20	0.500000
21	0.575000
22	0.537500
23	0.625000
24	0.575000
25	0.600000
26	0.562500
27	0.662500
28	0.587500
29	0.575000
30	0.625000
31	0.537500
32	0.600000
33	0.587500
34	0.575000
35	0.700000
36	0.575000
37	0.575000
38	0.662500
39	0.600000
Best: 0.699999988079071
Aver: 0.5371875077486038
