0	0.475000
1	0.450000
2	0.462500
3	0.525000
4	0.475000
5	0.437500
6	0.462500
7	0.525000
8	0.475000
9	0.525000
10	0.500000
11	0.562500
12	0.562500
13	0.600000
14	0.587500
15	0.575000
16	0.587500
17	0.587500
18	0.575000
19	0.575000
20	0.587500
21	0.625000
22	0.625000
23	0.662500
24	0.700000
25	0.687500
26	0.700000
27	0.687500
28	0.650000
29	0.700000
30	0.712500
31	0.725000
32	0.662500
33	0.675000
34	0.650000
35	0.700000
36	0.675000
37	0.700000
38	0.662500
39	0.737500
Best: 0.737500011920929
Aver: 0.6012500107288361
