0	0.425000
1	0.462500
2	0.462500
3	0.475000
4	0.525000
5	0.562500
6	0.562500
7	0.525000
8	0.537500
9	0.562500
10	0.550000
11	0.587500
12	0.575000
13	0.612500
14	0.600000
15	0.637500
16	0.600000
17	0.650000
18	0.637500
19	0.637500
20	0.675000
21	0.650000
22	0.700000
23	0.675000
24	0.687500
25	0.687500
26	0.675000
27	0.725000
28	0.700000
29	0.712500
30	0.712500
31	0.737500
32	0.737500
33	0.737500
34	0.725000
35	0.725000
36	0.725000
37	0.725000
38	0.687500
39	0.725000
Best: 0.737500011920929
Aver: 0.632812512665987
