0	0.487500
1	0.537500
2	0.562500
3	0.575000
4	0.575000
5	0.600000
6	0.562500
7	0.600000
8	0.612500
9	0.600000
10	0.612500
11	0.650000
12	0.625000
13	0.650000
14	0.612500
15	0.675000
16	0.650000
17	0.662500
18	0.675000
19	0.687500
20	0.687500
21	0.687500
22	0.700000
23	0.712500
24	0.737500
25	0.725000
26	0.700000
27	0.700000
28	0.687500
29	0.725000
30	0.700000
31	0.712500
32	0.737500
33	0.712500
34	0.700000
35	0.725000
36	0.712500
37	0.700000
38	0.750000
39	0.712500
Best: 0.75
Aver: 0.660937511920929
