0	0.537500
1	0.500000
2	0.537500
3	0.525000
4	0.500000
5	0.587500
6	0.700000
7	0.712500
8	0.762500
9	0.775000
10	0.812500
11	0.775000
12	0.800000
13	0.787500
14	0.812500
15	0.812500
16	0.775000
17	0.787500
18	0.837500
19	0.812500
20	0.850000
21	0.825000
22	0.787500
23	0.825000
24	0.812500
25	0.812500
26	0.787500
27	0.800000
28	0.800000
29	0.812500
30	0.800000
31	0.825000
32	0.825000
33	0.837500
34	0.750000
35	0.812500
36	0.825000
37	0.825000
38	0.812500
39	0.825000
Best: 0.8500000238418579
Aver: 0.7600000098347663
