epoch	train_loss	train_acc	test_loss	test_acc
0	0.670669	0.593750	0.724022	0.650000
1	0.659855	0.671875	0.679739	0.650000
2	0.720335	0.609375	0.675171	0.675000
3	0.696901	0.531250	0.668253	0.675000
4	0.658992	0.671875	0.668858	0.662500
5	0.710672	0.609375	0.667963	0.662500
6	0.654550	0.640625	0.666544	0.700000
7	0.592799	0.734375	0.666754	0.687500
8	0.608748	0.640625	0.667191	0.687500
9	0.651579	0.578125	0.667782	0.662500
10	0.634968	0.671875	0.666488	0.662500
11	0.604734	0.687500	0.665626	0.662500
12	0.647246	0.656250	0.666332	0.662500
13	0.684100	0.562500	0.668033	0.650000
14	0.599780	0.671875	0.668847	0.650000
15	0.597768	0.718750	0.667018	0.650000
16	0.657211	0.625000	0.664753	0.662500
17	0.536204	0.750000	0.667866	0.637500
18	0.538259	0.765625	0.667482	0.662500
19	0.577001	0.734375	0.668295	0.662500
20	0.449864	0.765625	0.668458	0.662500
21	0.572789	0.656250	0.666854	0.662500
22	0.579356	0.781250	0.664015	0.662500
23	0.517870	0.765625	0.665993	0.650000
24	0.627313	0.625000	0.664294	0.662500
25	0.534607	0.781250	0.665147	0.650000
26	0.686624	0.593750	0.661917	0.675000
27	0.618690	0.656250	0.660166	0.675000
28	0.607416	0.640625	0.660199	0.675000
29	0.669087	0.593750	0.660214	0.675000
30	0.548634	0.750000	0.661691	0.675000
31	0.557474	0.687500	0.663562	0.662500
32	0.659991	0.671875	0.667006	0.650000
33	0.663987	0.546875	0.662165	0.675000
34	0.522118	0.750000	0.663070	0.662500
35	0.585362	0.734375	0.663540	0.662500
36	0.620217	0.640625	0.662643	0.662500
37	0.556335	0.765625	0.663881	0.650000
38	0.555923	0.718750	0.663269	0.662500
39	0.555144	0.718750	0.664281	0.662500
40	0.542749	0.781250	0.665271	0.650000
41	0.515448	0.765625	0.666208	0.650000
42	0.658911	0.671875	0.666550	0.650000
43	0.525158	0.750000	0.666118	0.650000
44	0.558794	0.687500	0.667465	0.650000
45	0.538905	0.781250	0.667246	0.650000
46	0.463417	0.765625	0.666841	0.650000
47	0.591284	0.718750	0.666045	0.650000
48	0.575942	0.781250	0.667738	0.650000
49	0.636891	0.656250	0.666323	0.650000
50	0.503364	0.812500	0.666782	0.650000
51	0.518204	0.734375	0.666430	0.650000
52	0.605050	0.625000	0.665610	0.650000
53	0.493122	0.781250	0.667907	0.650000
54	0.573567	0.703125	0.666221	0.650000
55	0.525428	0.765625	0.666793	0.650000
56	0.620519	0.687500	0.666437	0.650000
57	0.600646	0.687500	0.665885	0.662500
58	0.604669	0.687500	0.668188	0.637500
59	0.728135	0.531250	0.669079	0.637500
Best:0.700000
Aver:0.658958
