0	0.625000
1	0.625000
2	0.587500
3	0.600000
4	0.625000
5	0.662500
6	0.662500
7	0.650000
8	0.675000
9	0.662500
10	0.650000
11	0.675000
12	0.650000
13	0.675000
14	0.725000
15	0.700000
16	0.687500
17	0.687500
18	0.625000
19	0.700000
20	0.700000
21	0.650000
22	0.737500
23	0.725000
24	0.675000
25	0.662500
26	0.712500
27	0.737500
28	0.687500
29	0.725000
30	0.662500
31	0.750000
32	0.687500
33	0.675000
34	0.700000
35	0.712500
36	0.700000
37	0.712500
38	0.725000
39	0.687500
Best: 0.75
Aver: 0.6793750137090683
