epoch	train_loss	train_acc	test_loss	test_acc
0	0.649837	0.718750	0.684117	0.687500
1	0.570703	0.687500	0.648198	0.712500
2	0.590070	0.671875	0.622811	0.712500
3	0.487768	0.765625	0.603376	0.725000
4	0.473084	0.781250	0.592029	0.750000
5	0.415268	0.781250	0.584316	0.750000
6	0.441811	0.828125	0.581063	0.762500
7	0.695076	0.640625	0.577045	0.775000
8	0.556483	0.765625	0.574178	0.775000
9	0.542006	0.765625	0.571163	0.775000
10	0.462059	0.734375	0.570334	0.787500
11	0.533355	0.718750	0.571123	0.775000
12	0.453609	0.765625	0.568181	0.787500
13	0.453219	0.765625	0.565648	0.800000
14	0.536211	0.765625	0.564700	0.800000
15	0.538816	0.718750	0.565879	0.800000
16	0.507275	0.750000	0.564153	0.800000
17	0.448889	0.843750	0.564636	0.775000
18	0.524007	0.734375	0.564894	0.775000
19	0.514114	0.765625	0.562930	0.762500
20	0.474758	0.781250	0.560161	0.787500
21	0.553627	0.734375	0.558373	0.787500
22	0.501482	0.718750	0.558275	0.787500
23	0.463978	0.765625	0.558365	0.787500
24	0.445652	0.765625	0.558378	0.800000
25	0.501322	0.750000	0.559305	0.775000
26	0.561284	0.703125	0.559021	0.787500
27	0.449584	0.781250	0.558526	0.800000
28	0.506390	0.781250	0.558725	0.800000
29	0.498262	0.781250	0.559617	0.787500
30	0.510632	0.781250	0.560149	0.775000
31	0.559009	0.671875	0.559428	0.800000
32	0.394451	0.828125	0.560079	0.800000
33	0.402910	0.828125	0.558716	0.800000
34	0.403261	0.859375	0.559265	0.787500
35	0.485551	0.812500	0.559709	0.812500
36	0.454064	0.781250	0.558783	0.812500
37	0.502529	0.765625	0.558430	0.812500
38	0.424758	0.843750	0.557886	0.812500
39	0.480074	0.812500	0.557483	0.812500
40	0.534560	0.796875	0.557203	0.812500
41	0.324260	0.859375	0.557316	0.812500
42	0.396292	0.843750	0.556997	0.800000
43	0.492197	0.718750	0.556563	0.812500
44	0.424317	0.781250	0.556366	0.812500
45	0.426184	0.812500	0.556713	0.812500
46	0.389197	0.890625	0.557162	0.800000
47	0.467479	0.781250	0.557210	0.800000
48	0.436308	0.796875	0.556941	0.800000
49	0.507325	0.765625	0.556664	0.800000
50	0.471844	0.796875	0.557018	0.800000
51	0.397249	0.859375	0.556847	0.800000
52	0.453487	0.781250	0.556834	0.800000
53	0.356723	0.828125	0.556739	0.800000
54	0.410586	0.765625	0.556794	0.800000
55	0.373770	0.843750	0.556807	0.800000
56	0.455027	0.796875	0.556610	0.812500
57	0.383393	0.812500	0.555826	0.812500
58	0.479470	0.734375	0.556120	0.812500
59	0.415372	0.843750	0.556615	0.800000
Best:0.812500
Aver:0.788542
