epoch	train_loss	train_acc	test_loss	test_acc
0	0.733298	0.593750	0.575585	0.575000
1	0.845947	0.515625	0.561969	0.600000
2	0.633184	0.656250	0.547099	0.587500
3	0.448063	0.828125	0.533038	0.612500
4	0.678577	0.609375	0.519508	0.637500
5	0.607015	0.593750	0.508732	0.662500
6	0.624086	0.640625	0.497134	0.662500
7	0.671437	0.656250	0.486250	0.687500
8	0.661143	0.625000	0.475972	0.712500
9	0.531397	0.734375	0.467625	0.712500
10	0.492653	0.750000	0.459869	0.712500
11	0.554778	0.718750	0.452643	0.712500
12	0.498076	0.734375	0.446029	0.712500
13	0.575003	0.750000	0.440469	0.737500
14	0.466963	0.750000	0.434451	0.737500
15	0.476026	0.781250	0.431201	0.750000
16	0.436595	0.765625	0.426795	0.750000
17	0.420123	0.796875	0.421505	0.762500
18	0.542176	0.703125	0.415825	0.762500
19	0.512251	0.734375	0.412092	0.762500
20	0.438724	0.781250	0.407057	0.775000
21	0.454533	0.796875	0.403766	0.787500
22	0.464402	0.765625	0.400652	0.787500
23	0.485885	0.750000	0.396809	0.800000
24	0.428855	0.843750	0.393249	0.800000
25	0.397788	0.859375	0.389774	0.800000
26	0.346966	0.906250	0.386550	0.800000
27	0.543184	0.734375	0.383882	0.800000
28	0.463957	0.796875	0.381558	0.800000
29	0.513934	0.750000	0.379590	0.800000
30	0.438069	0.781250	0.377530	0.800000
31	0.444675	0.781250	0.374948	0.800000
32	0.446943	0.828125	0.372129	0.800000
33	0.447137	0.828125	0.370451	0.812500
34	0.514384	0.687500	0.369045	0.812500
35	0.384932	0.843750	0.366832	0.812500
36	0.410770	0.796875	0.364837	0.812500
37	0.526003	0.750000	0.363561	0.812500
38	0.466113	0.796875	0.362299	0.812500
39	0.367577	0.796875	0.361192	0.812500
40	0.445133	0.796875	0.359861	0.812500
41	0.489016	0.828125	0.358931	0.812500
42	0.318621	0.906250	0.357820	0.812500
43	0.417793	0.765625	0.357144	0.812500
44	0.435604	0.828125	0.356309	0.812500
45	0.401792	0.796875	0.355831	0.812500
46	0.341580	0.906250	0.355416	0.812500
47	0.394450	0.843750	0.354337	0.812500
48	0.417822	0.859375	0.354038	0.812500
49	0.484562	0.750000	0.353657	0.812500
50	0.373766	0.843750	0.353571	0.812500
51	0.380411	0.828125	0.353107	0.812500
52	0.470978	0.781250	0.352692	0.812500
53	0.342967	0.859375	0.352721	0.812500
54	0.435511	0.843750	0.352493	0.812500
55	0.384136	0.828125	0.352569	0.812500
56	0.460336	0.781250	0.352355	0.812500
57	0.425388	0.812500	0.352449	0.812500
58	0.308534	0.875000	0.352755	0.812500
59	0.419482	0.781250	0.352924	0.812500
Best:0.812500
Aver:0.768958
