epoch	train_loss	train_acc	test_loss	test_acc
0	0.512437	0.781250	0.500589	0.837500
1	0.500411	0.718750	0.489252	0.875000
2	0.444676	0.812500	0.478299	0.875000
3	0.324334	0.906250	0.458276	0.875000
4	0.425182	0.812500	0.442064	0.875000
5	0.329136	0.890625	0.429719	0.875000
6	0.428472	0.812500	0.421827	0.875000
7	0.474902	0.796875	0.414389	0.875000
8	0.386409	0.828125	0.399294	0.875000
9	0.290093	0.921875	0.388682	0.887500
10	0.264761	0.921875	0.386029	0.887500
11	0.257893	0.921875	0.383573	0.875000
12	0.409690	0.796875	0.374853	0.887500
13	0.361219	0.875000	0.364544	0.900000
14	0.291634	0.890625	0.358515	0.900000
15	0.308601	0.906250	0.354592	0.900000
16	0.349841	0.812500	0.347422	0.900000
17	0.305885	0.890625	0.346515	0.900000
18	0.390252	0.859375	0.347965	0.900000
19	0.412542	0.812500	0.349148	0.887500
20	0.291698	0.890625	0.345607	0.887500
21	0.266828	0.906250	0.339070	0.887500
22	0.264655	0.890625	0.333576	0.900000
23	0.226644	0.937500	0.332674	0.900000
24	0.284852	0.937500	0.329187	0.900000
25	0.261033	0.875000	0.332155	0.900000
26	0.183913	0.921875	0.325379	0.900000
27	0.204857	0.906250	0.319178	0.900000
28	0.305902	0.875000	0.322028	0.900000
29	0.313943	0.890625	0.322852	0.900000
30	0.280188	0.875000	0.316597	0.900000
31	0.210979	0.890625	0.313527	0.900000
32	0.226785	0.921875	0.316190	0.900000
33	0.288761	0.859375	0.321673	0.900000
34	0.172537	0.921875	0.318343	0.900000
35	0.191370	0.890625	0.321223	0.887500
36	0.200520	0.953125	0.316993	0.887500
37	0.168811	0.921875	0.315280	0.900000
38	0.244189	0.921875	0.309908	0.912500
39	0.127399	0.968750	0.312308	0.900000
40	0.173866	0.921875	0.313078	0.900000
41	0.183600	0.921875	0.308456	0.912500
42	0.144326	0.968750	0.311514	0.912500
43	0.229354	0.921875	0.312387	0.900000
44	0.269210	0.906250	0.312064	0.900000
45	0.203742	0.921875	0.307555	0.912500
46	0.205080	0.953125	0.307276	0.912500
47	0.166310	0.953125	0.310707	0.912500
48	0.240249	0.875000	0.314147	0.887500
49	0.118191	0.968750	0.313676	0.887500
50	0.222562	0.937500	0.312647	0.900000
51	0.277888	0.875000	0.312476	0.900000
52	0.194210	0.906250	0.312774	0.900000
53	0.163137	0.937500	0.313266	0.900000
54	0.228992	0.921875	0.312506	0.900000
55	0.250238	0.906250	0.310972	0.912500
56	0.172775	0.921875	0.313413	0.887500
57	0.205415	0.906250	0.313431	0.887500
58	0.174658	0.921875	0.313274	0.887500
59	0.161539	0.921875	0.313533	0.887500
Best:0.912500
Aver:0.893750
