epoch	train_loss	train_acc	test_loss	test_acc
0	0.595475	0.781250	1.009197	0.612500
1	0.725980	0.687500	0.892504	0.575000
2	0.754673	0.640625	0.804363	0.600000
3	0.579858	0.781250	0.749364	0.612500
4	0.723799	0.640625	0.714870	0.637500
5	0.411329	0.875000	0.690525	0.650000
6	0.612566	0.765625	0.670544	0.650000
7	0.624522	0.656250	0.654628	0.637500
8	0.474862	0.796875	0.640387	0.637500
9	0.655322	0.687500	0.629768	0.650000
10	0.608393	0.781250	0.620604	0.662500
11	0.561638	0.718750	0.613137	0.675000
12	0.580539	0.718750	0.605345	0.687500
13	0.572264	0.718750	0.600749	0.687500
14	0.561334	0.687500	0.595987	0.687500
15	0.578673	0.734375	0.591739	0.700000
16	0.570473	0.796875	0.587526	0.700000
17	0.442765	0.828125	0.583851	0.700000
18	0.608109	0.718750	0.580168	0.700000
19	0.635768	0.687500	0.577092	0.700000
20	0.541644	0.781250	0.574813	0.700000
21	0.618571	0.703125	0.572399	0.712500
22	0.604309	0.687500	0.570886	0.725000
23	0.566368	0.687500	0.568797	0.725000
24	0.540930	0.734375	0.566635	0.725000
25	0.484856	0.718750	0.565001	0.725000
26	0.523851	0.734375	0.563760	0.725000
27	0.548867	0.734375	0.563336	0.725000
28	0.458513	0.812500	0.562038	0.725000
29	0.461017	0.828125	0.560886	0.725000
30	0.516836	0.796875	0.560378	0.725000
31	0.508666	0.812500	0.558810	0.725000
32	0.550673	0.765625	0.557574	0.725000
33	0.494659	0.828125	0.556451	0.725000
34	0.387528	0.859375	0.555574	0.725000
35	0.594486	0.703125	0.555372	0.725000
36	0.518014	0.750000	0.554930	0.725000
37	0.434410	0.796875	0.554123	0.725000
38	0.560201	0.765625	0.553800	0.725000
39	0.475264	0.812500	0.553053	0.725000
40	0.460094	0.859375	0.552386	0.725000
41	0.465772	0.781250	0.551596	0.725000
42	0.603882	0.750000	0.551194	0.725000
43	0.555685	0.734375	0.551212	0.725000
44	0.481010	0.750000	0.550365	0.725000
45	0.482203	0.796875	0.550326	0.725000
46	0.510085	0.781250	0.550439	0.725000
47	0.427721	0.875000	0.549580	0.725000
48	0.421896	0.859375	0.549685	0.725000
49	0.587438	0.656250	0.549657	0.725000
50	0.577446	0.718750	0.549447	0.725000
51	0.478179	0.796875	0.549294	0.725000
52	0.491077	0.781250	0.549531	0.725000
53	0.490379	0.843750	0.549240	0.725000
54	0.443594	0.843750	0.549075	0.725000
55	0.584565	0.718750	0.549125	0.725000
56	0.419424	0.828125	0.548996	0.725000
57	0.453648	0.781250	0.548999	0.725000
58	0.556108	0.750000	0.548981	0.725000
59	0.532763	0.718750	0.548894	0.725000
Best:0.725000
Aver:0.702083
