epoch	train_loss	train_acc	test_loss	test_acc
0	0.583748	0.765625	0.684638	0.650000
1	0.484216	0.796875	0.678314	0.675000
2	0.642655	0.703125	0.674051	0.675000
3	0.606516	0.734375	0.674342	0.662500
4	0.559707	0.687500	0.669311	0.662500
5	0.662986	0.640625	0.666122	0.675000
6	0.623939	0.765625	0.662590	0.675000
7	0.542047	0.765625	0.656301	0.700000
8	0.555534	0.703125	0.651285	0.700000
9	0.493901	0.765625	0.650556	0.700000
10	0.466224	0.796875	0.648321	0.700000
11	0.461490	0.796875	0.648748	0.700000
12	0.575866	0.734375	0.647405	0.687500
13	0.431596	0.828125	0.643447	0.687500
14	0.491871	0.796875	0.645395	0.675000
15	0.612763	0.656250	0.646012	0.675000
16	0.478150	0.796875	0.647132	0.675000
17	0.490952	0.734375	0.643548	0.675000
18	0.342966	0.875000	0.643738	0.700000
19	0.478091	0.750000	0.644963	0.700000
20	0.474731	0.734375	0.644300	0.687500
21	0.399651	0.828125	0.643780	0.675000
22	0.445989	0.781250	0.645154	0.675000
23	0.433555	0.812500	0.643784	0.675000
24	0.490896	0.796875	0.644252	0.675000
25	0.377287	0.843750	0.640537	0.675000
26	0.484427	0.765625	0.640697	0.675000
27	0.471265	0.765625	0.640225	0.675000
28	0.521307	0.781250	0.642071	0.675000
29	0.485773	0.750000	0.640344	0.687500
30	0.412329	0.812500	0.640727	0.687500
31	0.464659	0.750000	0.642919	0.687500
32	0.464121	0.828125	0.642413	0.687500
33	0.520866	0.718750	0.642844	0.687500
34	0.422206	0.796875	0.642239	0.687500
35	0.498508	0.734375	0.641910	0.700000
36	0.374378	0.859375	0.641205	0.687500
37	0.411703	0.828125	0.641174	0.700000
38	0.352095	0.875000	0.642449	0.687500
39	0.445237	0.781250	0.643500	0.687500
40	0.389353	0.796875	0.643743	0.700000
41	0.384467	0.890625	0.644743	0.687500
42	0.384899	0.828125	0.644714	0.687500
43	0.458864	0.796875	0.644123	0.700000
44	0.467105	0.750000	0.644682	0.700000
45	0.400869	0.843750	0.643936	0.687500
46	0.429417	0.781250	0.643026	0.687500
47	0.453412	0.796875	0.643187	0.687500
48	0.425830	0.781250	0.642524	0.687500
49	0.407567	0.796875	0.642523	0.687500
50	0.451063	0.812500	0.642934	0.687500
51	0.453224	0.765625	0.641956	0.712500
52	0.408027	0.812500	0.641747	0.712500
53	0.523201	0.718750	0.641640	0.712500
54	0.453077	0.796875	0.642646	0.687500
55	0.436447	0.796875	0.643030	0.687500
56	0.351650	0.875000	0.642712	0.687500
57	0.369765	0.812500	0.642716	0.687500
58	0.363945	0.875000	0.643347	0.687500
59	0.307510	0.890625	0.642549	0.687500
Best:0.712500
Aver:0.686458
