epoch	train_loss	train_acc	test_loss	test_acc
0	0.639931	0.703125	0.813854	0.725000
1	0.417045	0.828125	0.615963	0.737500
2	0.476808	0.796875	0.483075	0.762500
3	0.412364	0.843750	0.408534	0.800000
4	0.378172	0.843750	0.376432	0.812500
5	0.306504	0.859375	0.362848	0.825000
6	0.356806	0.859375	0.335582	0.837500
7	0.329169	0.859375	0.322371	0.837500
8	0.272516	0.921875	0.310301	0.850000
9	0.334938	0.843750	0.313181	0.862500
10	0.263016	0.906250	0.320044	0.862500
11	0.366096	0.828125	0.317725	0.862500
12	0.376015	0.890625	0.316968	0.862500
13	0.320924	0.875000	0.296386	0.862500
14	0.244357	0.921875	0.306938	0.862500
15	0.219490	0.937500	0.311367	0.862500
16	0.308269	0.890625	0.307186	0.862500
17	0.242957	0.859375	0.304617	0.862500
18	0.215919	0.953125	0.315645	0.862500
19	0.329230	0.859375	0.325648	0.862500
20	0.307384	0.890625	0.329457	0.862500
21	0.263927	0.906250	0.320683	0.862500
22	0.244681	0.906250	0.306915	0.850000
23	0.298094	0.890625	0.295225	0.850000
24	0.292457	0.875000	0.291920	0.862500
25	0.208378	0.953125	0.296163	0.850000
26	0.225661	0.937500	0.296019	0.875000
27	0.247427	0.921875	0.304186	0.862500
28	0.236485	0.906250	0.309184	0.862500
29	0.288726	0.906250	0.310125	0.862500
30	0.275535	0.890625	0.315139	0.862500
31	0.239940	0.921875	0.320754	0.862500
32	0.288266	0.890625	0.327354	0.862500
33	0.266398	0.859375	0.331762	0.862500
34	0.408687	0.843750	0.322687	0.862500
35	0.295952	0.859375	0.320259	0.862500
36	0.244934	0.937500	0.318994	0.862500
37	0.278315	0.906250	0.320838	0.862500
38	0.294119	0.875000	0.318724	0.862500
39	0.178575	0.953125	0.322824	0.862500
40	0.247456	0.875000	0.314350	0.862500
41	0.326579	0.875000	0.316117	0.862500
42	0.388168	0.828125	0.319627	0.862500
43	0.410277	0.812500	0.315916	0.862500
44	0.305480	0.843750	0.320125	0.862500
45	0.158877	0.968750	0.319871	0.862500
46	0.191094	0.937500	0.320510	0.862500
47	0.259321	0.906250	0.320215	0.862500
48	0.299365	0.859375	0.319554	0.862500
49	0.254651	0.875000	0.318809	0.875000
50	0.270896	0.921875	0.322683	0.862500
51	0.269612	0.906250	0.326515	0.862500
52	0.187119	0.937500	0.326842	0.862500
53	0.274692	0.859375	0.320209	0.875000
54	0.239258	0.906250	0.322768	0.862500
55	0.223957	0.890625	0.319876	0.875000
56	0.230777	0.906250	0.320881	0.862500
57	0.281741	0.890625	0.319323	0.875000
58	0.304701	0.875000	0.322088	0.862500
59	0.221163	0.921875	0.319522	0.875000
Best:0.875000
Aver:0.853542
