0	0.537500
1	0.575000
2	0.587500
3	0.587500
4	0.600000
5	0.637500
6	0.637500
7	0.612500
8	0.712500
9	0.725000
10	0.700000
11	0.687500
12	0.712500
13	0.712500
14	0.687500
15	0.712500
16	0.662500
17	0.700000
18	0.687500
19	0.675000
20	0.712500
21	0.725000
22	0.687500
23	0.725000
24	0.700000
25	0.725000
26	0.737500
27	0.737500
28	0.725000
29	0.737500
30	0.737500
31	0.737500
32	0.775000
33	0.725000
34	0.750000
35	0.762500
36	0.750000
37	0.737500
38	0.775000
39	0.762500
Best: 0.7750000357627869
Aver: 0.6968750134110451
