epoch	train_loss	train_acc	test_loss	test_acc
0	0.850573	0.593750	0.810279	0.762500
1	0.566854	0.750000	0.789882	0.675000
2	0.769416	0.656250	0.781196	0.675000
3	0.711187	0.593750	0.751569	0.675000
4	0.434883	0.796875	0.715577	0.675000
5	0.698893	0.656250	0.687564	0.675000
6	0.542128	0.703125	0.661740	0.675000
7	0.508540	0.718750	0.632725	0.687500
8	0.603151	0.609375	0.608917	0.712500
9	0.495530	0.734375	0.589355	0.712500
10	0.622282	0.671875	0.568533	0.712500
11	0.609449	0.625000	0.558885	0.712500
12	0.603460	0.718750	0.543625	0.725000
13	0.619938	0.703125	0.530387	0.725000
14	0.538160	0.750000	0.515278	0.725000
15	0.487158	0.796875	0.507682	0.725000
16	0.462821	0.750000	0.499205	0.737500
17	0.600969	0.750000	0.490745	0.750000
18	0.463025	0.796875	0.485147	0.750000
19	0.642997	0.687500	0.478070	0.750000
20	0.488857	0.750000	0.470971	0.762500
21	0.666281	0.671875	0.463862	0.775000
22	0.509455	0.796875	0.459978	0.775000
23	0.369436	0.890625	0.454772	0.775000
24	0.444617	0.828125	0.451423	0.775000
25	0.445656	0.796875	0.447277	0.787500
26	0.492891	0.781250	0.442743	0.787500
27	0.481782	0.796875	0.438151	0.787500
28	0.444238	0.828125	0.436256	0.787500
29	0.544911	0.765625	0.432865	0.787500
30	0.574635	0.718750	0.428051	0.787500
31	0.346562	0.875000	0.424465	0.787500
32	0.536731	0.781250	0.423160	0.787500
33	0.473391	0.781250	0.421044	0.787500
34	0.491042	0.796875	0.417583	0.787500
35	0.488312	0.750000	0.417649	0.800000
36	0.476593	0.796875	0.415828	0.800000
37	0.384064	0.890625	0.415359	0.800000
38	0.561234	0.734375	0.412128	0.812500
39	0.472828	0.796875	0.410793	0.812500
40	0.491921	0.781250	0.410740	0.812500
41	0.449900	0.765625	0.409393	0.812500
42	0.475128	0.828125	0.408306	0.812500
43	0.435721	0.812500	0.407588	0.812500
44	0.579222	0.687500	0.406924	0.812500
45	0.460163	0.796875	0.407537	0.812500
46	0.585131	0.718750	0.407619	0.812500
47	0.408384	0.843750	0.405930	0.812500
48	0.459541	0.781250	0.404232	0.812500
49	0.478761	0.750000	0.405433	0.812500
50	0.399574	0.812500	0.405120	0.812500
51	0.466084	0.750000	0.404478	0.812500
52	0.446791	0.796875	0.404829	0.812500
53	0.487643	0.734375	0.403676	0.812500
54	0.492438	0.765625	0.402868	0.812500
55	0.562848	0.718750	0.403981	0.812500
56	0.477093	0.812500	0.403212	0.812500
57	0.422578	0.796875	0.402774	0.812500
58	0.377941	0.859375	0.402944	0.812500
59	0.532081	0.718750	0.404164	0.812500
Best:0.812500
Aver:0.770833
