0	0.475000
1	0.512500
2	0.550000
3	0.612500
4	0.637500
5	0.637500
6	0.637500
7	0.662500
8	0.662500
9	0.662500
10	0.700000
11	0.687500
12	0.700000
13	0.700000
14	0.700000
15	0.712500
16	0.675000
17	0.725000
18	0.712500
19	0.687500
20	0.725000
21	0.675000
22	0.687500
23	0.700000
24	0.700000
25	0.737500
26	0.700000
27	0.725000
28	0.712500
29	0.687500
30	0.700000
31	0.725000
32	0.700000
33	0.700000
34	0.675000
35	0.737500
36	0.687500
37	0.737500
38	0.737500
39	0.687500
Best: 0.737500011920929
Aver: 0.6796875052154064
